tpo_label,official_number,article_index,article_id,title,subject,subject_english,review_url,source_page
"tpo56","56","1","2347","Alfred Wegener’s Theory of Continental Drift","地理学","Geography","https://top.zhan.com/toefl/read/practicereview-2347-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo56","56","2","2348","Representative Government in Colonial North America","政治学","Political Science","https://top.zhan.com/toefl/read/practicereview-2348-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo56","56","3","2349","Urban Heat Islands","地理学","Geography","https://top.zhan.com/toefl/read/practicereview-2349-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo57","57","1","2350","Pests and Pesticides","生态学","Ecology","https://top.zhan.com/toefl/read/practicereview-2350-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo57","57","2","2351","The Debate over Spontaneous Generation","动物学","Zoology","https://top.zhan.com/toefl/read/practicereview-2351-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo57","57","3","2352","The Problem of Narrative Clarity in Silent Films","艺术","Art","https://top.zhan.com/toefl/read/practicereview-2352-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo58","58","1","2353","The Development of Instrumental Music","艺术","Art","https://top.zhan.com/toefl/read/practicereview-2353-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo58","58","2","2354","Pinyon Pines and Pinyon Jays","生物学","Biology","https://top.zhan.com/toefl/read/practicereview-2354-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo58","58","3","2355","The Rise of Classic Maya Civilization","历史","History","https://top.zhan.com/toefl/read/practicereview-2355-13.html","https://top.zhan.com/toefl/read/alltpo58.html"
"tpo60","60","1","2537","Underground Life","生物学","Biology","https://top.zhan.com/toefl/read/practicereview-2537-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo60","60","2","2538","The Revolution of Cheap Print","历史","History","https://top.zhan.com/toefl/read/practicereview-2538-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo60","60","3","2539","Earth's Core","地理学","Geography","https://top.zhan.com/toefl/read/practicereview-2539-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo61","61","1","2523","Physical Properties of Minerals","材料科学","Materials Science","https://top.zhan.com/toefl/read/practicereview-2523-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo61","61","2","2524","Conditions on Earth When Life Began","环境科学","Environmental Science","https://top.zhan.com/toefl/read/practicereview-2524-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo61","61","3","2525","Grasses of the Prairie","植物学","Botany","https://top.zhan.com/toefl/read/practicereview-2525-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo62","62","1","2509","Plant Adaptations to Cool Environments","植物学","Botany","https://top.zhan.com/toefl/read/practicereview-2509-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo62","62","2","2510","The Use of Jade and Bronze in China","考古学","Archaeology","https://top.zhan.com/toefl/read/practicereview-2510-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo62","62","3","2511","Is Perceptual Development an Innate or Socially Acquired Process?","生物学","Biology","https://top.zhan.com/toefl/read/practicereview-2511-13.html","https://top.zhan.com/toefl/read/alltpo62.html"
"tpo63","63","1","2495","The Sumerians and Regional Interdependence","考古学","Archaeology","https://top.zhan.com/toefl/read/practicereview-2495-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo63","63","2","2497","Structure and Composition of Comets","天文学","Astronomy","https://top.zhan.com/toefl/read/practicereview-2497-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo63","63","3","2496","The Roman Empire","历史","History","https://top.zhan.com/toefl/read/practicereview-2496-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo64","64","1","2390","Characteristics of Pterosaurs","考古学","Archaeology","https://top.zhan.com/toefl/read/practicereview-2390-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo64","64","2","2391","Auditory Perception in Infancy","人类学","Anthropology","https://top.zhan.com/toefl/read/practicereview-2391-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo64","64","3","2392","The Development of Complex Societies in Ancient Mexico","社会学","Sociology","https://top.zhan.com/toefl/read/practicereview-2392-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo65","65","1","2463","The Pit Organs of Snakes","动物学","Zoology","https://top.zhan.com/toefl/read/practicereview-2463-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo65","65","2","2475","Early Research on Air","气象学","Meteorology","https://top.zhan.com/toefl/read/practicereview-2475-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo65","65","3","2476","Pastoralism and Agriculture in Iran","农业","Agriculture","https://top.zhan.com/toefl/read/practicereview-2476-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo66","66","1","2460","The Actor and the Audience","艺术","Art","https://top.zhan.com/toefl/read/practicereview-2460-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo66","66","2","2461","Visions of the Land","环境科学","Environmental Science","https://top.zhan.com/toefl/read/practicereview-2461-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo66","66","3","2462","What is Coral?","海洋生物学","Marine Biology","https://top.zhan.com/toefl/read/practicereview-2462-13.html","https://top.zhan.com/toefl/read/alltpo66.html"
"tpo67","67","1","2435","Crop Engineering","农业","Agriculture","https://top.zhan.com/toefl/read/practicereview-2435-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo67","67","2","2436","Human Activity and the Archaeological Record","人类学","Anthropology","https://top.zhan.com/toefl/read/practicereview-2436-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo67","67","3","2437","Taxonomy of Organisms","生物学","Biology","https://top.zhan.com/toefl/read/practicereview-2437-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo68","68","1","2421","Salt and the Rise of Venice","商业","Business","https://top.zhan.com/toefl/read/practicereview-2421-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo68","68","2","2422","Predicting Volcanic Eruptions","地理学","Geography","https://top.zhan.com/toefl/read/practicereview-2422-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo68","68","3","2423","Research into Aging and Extending Life Span","医学","Medicine","https://top.zhan.com/toefl/read/practicereview-2423-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo69","69","1","2407","Why Snakes Have Forked Tongues","动物学","Zoology","https://top.zhan.com/toefl/read/practicereview-2407-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo69","69","2","2408","Pacific Ecosystems","生态学","Ecology","https://top.zhan.com/toefl/read/practicereview-2408-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo69","69","3","2409","Ancient Southwestern Cultures","历史","History","https://top.zhan.com/toefl/read/practicereview-2409-13.html","https://top.zhan.com/toefl/read/alltpo69.html"
"tpo70","70","1","2481","The Development of Chinese Dynasties","历史","History","https://top.zhan.com/toefl/read/practicereview-2481-13.html","https://top.zhan.com/toefl/read/alltpo71.html"
"tpo70","70","2","2482","Nineteenth-Century Theories of Mountain Formation","地理学","Geography","https://top.zhan.com/toefl/read/practicereview-2482-13.html","https://top.zhan.com/toefl/read/alltpo71.html"
"tpo70","70","3","2483","Functionalism","社会学","Sociology","https://top.zhan.com/toefl/read/practicereview-2483-13.html","https://top.zhan.com/toefl/read/alltpo71.html"
"tpo71","71","1","2635","Electrical Energy from the Ocean","生态学","Ecology","https://top.zhan.com/toefl/read/practicereview-2635-13.html","https://top.zhan.com/toefl/read/alltpo71.html"
"tpo71","71","2","2636","Minoan Palaces","历史","History","https://top.zhan.com/toefl/read/practicereview-2636-13.html","https://top.zhan.com/toefl/read/alltpo71.html"
"tpo71","71","3","2637","The Productivity of Wet Rice Farming","农业","Agriculture","https://top.zhan.com/toefl/read/practicereview-2637-13.html","https://top.zhan.com/toefl/read/alltpo71.html"
"tpo72","72","1","2704","Invading Algae","生态学","Ecology","https://top.zhan.com/toefl/read/practicereview-2704-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo72","72","2","2706","The Impact Origin of Lunar Craters","天文学","Astronomy","https://top.zhan.com/toefl/read/practicereview-2706-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo72","72","3","2705","Cities and Kingdoms in Alexander’s Empire","历史","History","https://top.zhan.com/toefl/read/practicereview-2705-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo73","73","1","2684","How Effective Are Structural Plant Defenses?","植物学","Botany","https://top.zhan.com/toefl/read/practicereview-2684-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo73","73","2","2695","Writing History","历史","History","https://top.zhan.com/toefl/read/practicereview-2695-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo73","73","3","2700","Stellar Remnants","天文学","Astronomy","https://top.zhan.com/toefl/read/practicereview-2700-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo74","74","1","2649","Early Horses","生物学","Biology","https://top.zhan.com/toefl/read/practicereview-2649-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo74","74","2","2650","The Commercialization of Pearl River Agriculture","历史","History","https://top.zhan.com/toefl/read/practicereview-2650-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo74","74","3","2651","Lunar History","天文学","Astronomy","https://top.zhan.com/toefl/read/practicereview-2651-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo75","75","1","2666","Clutch Size in Birds","生物学","Biology","https://top.zhan.com/toefl/read/practicereview-2666-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo75","75","2","2673","The Palaces of Minoan Crete","历史","History","https://top.zhan.com/toefl/read/practicereview-2673-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
"tpo75","75","3","2675","Seismic Waves","地理学","Geography","https://top.zhan.com/toefl/read/practicereview-2675-13.html","https://top.zhan.com/toefl/read/alltpo75.html"
